"Program","Year","Period","Geo.Level","State","State.ANSI","Market","Measure","Unit","Domain","Chemical","Code","Value","CV...."
"SURVEY",2018,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,93.5,""
"SURVEY",2018,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,106,""
"SURVEY",2018,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,43.7,""
"SURVEY",2018,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"PROCESSING","PRICE RECEIVED","$ / TON","NOT SPECIFIED","NOT SPECIFIED",NA,760,""
"SURVEY",2018,"MARKETING YEAR","STATE","CALIFORNIA",6,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,90.9,""
"SURVEY",2018,"MARKETING YEAR","STATE","CALIFORNIA",6,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,104,""
"SURVEY",2018,"MARKETING YEAR","STATE","CALIFORNIA",6,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,42.2,""
"SURVEY",2018,"MARKETING YEAR","STATE","CALIFORNIA",6,"PROCESSING","PRICE RECEIVED","$ / TON","NOT SPECIFIED","NOT SPECIFIED",NA,730,""
"SURVEY",2018,"MARKETING YEAR","STATE","FLORIDA",12,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,115,""
"SURVEY",2018,"MARKETING YEAR","STATE","FLORIDA",12,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,115,""
"SURVEY",2018,"MARKETING YEAR","STATE","FLORIDA",12,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2018,"MARKETING YEAR","STATE","FLORIDA",12,"PROCESSING","PRICE RECEIVED","$ / TON","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2018,"MARKETING YEAR","STATE","NEW YORK",36,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,204,""
"SURVEY",2018,"MARKETING YEAR","STATE","NORTH CAROLINA",37,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,171,""
"SURVEY",2018,"MARKETING YEAR","STATE","NORTH CAROLINA",37,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,171,""
"SURVEY",2018,"MARKETING YEAR","STATE","NORTH CAROLINA",37,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2018,"MARKETING YEAR","STATE","NORTH CAROLINA",37,"PROCESSING","PRICE RECEIVED","$ / TON","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2018,"MARKETING YEAR","STATE","OREGON",41,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,107,""
"SURVEY",2018,"MARKETING YEAR","STATE","OTHER STATES",-1,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,212,""
"SURVEY",2018,"MARKETING YEAR","STATE","OTHER STATES",-1,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,88,""
"SURVEY",2018,"MARKETING YEAR","STATE","WASHINGTON",53,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,107,""
"SURVEY",2018,"YEAR","NATIONAL","US TOTAL",-1,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,537,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,660,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","FUNGICIDE","CYFLUFENAMID",555550,100,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","FUNGICIDE","POLYOXIN D ZINC SALT",230000,300,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","FUNGICIDE","QUINOLINE",55459,900,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","FUNGICIDE","TETRACONAZOLE",120603,400,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","HERBICIDE","FLUMIOXAZIN",129034,100,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","HERBICIDE","OXYFLUORFEN",111601,800,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","ABAMECTIN",122804,200,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","AZADIRACHTIN",121701,600,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","CHLORANTRANILIPROLE",90100,600,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","FENPYROXIMATE",129131,100,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","FLUPYRADIFURONE",122304,700,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","HEXYTHIAZOX",128849,800,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","PYRETHRINS",69001,400,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","SPINETORAM",110007,800,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","SPINOSAD",110003,700,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","THIAMETHOXAM",60109,400,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","OTHER","FLUTRIAFOL",128940,400,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","AZOXYSTROBIN",128810,0.213,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","BOSCALID",128008,0.358,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","CAPTAN",81301,1.878,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","CYFLUFENAMID",555550,0.022,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","CYPRODINIL",288202,0.32,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","FENHEXAMID",90209,0.59,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","FLUDIOXONIL",71503,0.214,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","FLUOPYRAM",80302,0.119,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","FLUXAPYROXAD",138009,0.17,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","MEFENOXAM",113502,0.488,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","MYCLOBUTANIL",128857,0.104,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","PENTHIOPYRAD",90112,0.301,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","POLYOXIN D ZINC SALT",230000,0.044,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","POTASSIUM BICARBON.",73508,2.425,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","PROPICONAZOLE",122101,0.112,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","PYRACLOSTROBIN",99100,0.171,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","PYRIMETHANIL",288201,0.628,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","QUINOLINE",55459,0.096,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","SULFUR",77501,4.865,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","TETRACONAZOLE",120603,0.038,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","THIOPHANATE-METHYL",102001,0.636,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","THIRAM",79801,2.078,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,0.114,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","TRIFLUMIZOLE",128879,0.241,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","FLUMIOXAZIN",129034,0.096,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","OXYFLUORFEN",111601,0.353,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","PENDIMETHALIN",108501,1.364,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ABAMECTIN",122804,0.019,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ACEQUINOCYL",6329,0.297,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ACETAMIPRID",99050,0.118,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","AZADIRACHTIN",121701,0.032,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","BIFENAZATE",586,0.49,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","BIFENTHRIN",128825,0.098,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.071,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","CYFLUMETOFEN = 138831",NA,0.179,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","FENPROPATHRIN",127901,0.286,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","FENPYROXIMATE",129131,0.105,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","FLONICAMID",128016,0.082,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","FLUPYRADIFURONE",122304,0.172,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","HEXYTHIAZOX",128849,0.181,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","IMIDACLOPRID",129099,0.5,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","MALATHION",57701,1.799,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,0.176,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NALED",34401,0.891,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.",25007,6.34,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NOVALURON",124002,0.073,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","PYRETHRINS",69001,0.054,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","SPINETORAM",110007,0.069,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","SPINOSAD",110003,0.091,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","SPIROMESIFEN",24875,0.25,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","THIAMETHOXAM",60109,0.06,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","CHLOROPICRIN",81501,236.901,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","DICHLOROPROPENE",29001,83.195,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","FLUTRIAFOL",128940,0.113,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","REYNOUTRIA SACHALINE",55809,0.226,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","NITROGEN",NA,18,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","PHOSPHATE",NA,15,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","POTASH",NA,24,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","SULFUR",NA,9,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","AZOXYSTROBIN",128810,0.298,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","BOSCALID",128008,0.565,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CAPTAN",81301,6.452,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CYFLUFENAMID",555550,0.026,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CYPRODINIL",288202,0.461,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FENHEXAMID",90209,1.005,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FLUDIOXONIL",71503,0.307,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FLUOPYRAM",80302,0.143,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FLUXAPYROXAD",138009,0.217,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","MEFENOXAM",113502,0.711,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","MYCLOBUTANIL",128857,0.167,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","PENTHIOPYRAD",90112,0.402,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","POLYOXIN D ZINC SALT",230000,0.05,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","POTASSIUM BICARBON.",73508,3.52,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","PROPICONAZOLE",122101,0.221,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","PYRACLOSTROBIN",99100,0.305,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","PYRIMETHANIL",288201,0.762,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","QUINOLINE",55459,0.113,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","SULFUR",77501,12.88,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","TETRACONAZOLE",120603,0.055,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","THIOPHANATE-METHYL",102001,0.827,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","THIRAM",79801,4.285,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,0.148,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","TRIFLUMIZOLE",128879,0.396,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","FLUMIOXAZIN",129034,0.105,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","OXYFLUORFEN",111601,0.355,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","PENDIMETHALIN",108501,1.944,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ABAMECTIN",122804,0.027,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ACEQUINOCYL",6329,0.364,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ACETAMIPRID",99050,0.165,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","AZADIRACHTIN",121701,0.06,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","BIFENAZATE",586,0.645,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","BIFENTHRIN",128825,0.163,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.084,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","CYFLUMETOFEN = 138831",NA,0.24,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","FENPROPATHRIN",127901,0.397,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","FENPYROXIMATE",129131,0.128,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","FLONICAMID",128016,0.105,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","FLUPYRADIFURONE",122304,0.234,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","HEXYTHIAZOX",128849,0.212,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","IMIDACLOPRID",129099,0.63,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","MALATHION",57701,3.062,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,0.214,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","NALED",34401,1.091,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.",25007,10.762,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","NOVALURON",124002,0.119,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","PYRETHRINS",69001,0.137,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","SPINETORAM",110007,0.083,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","SPINOSAD",110003,0.104,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","SPIROMESIFEN",24875,0.319,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","THIAMETHOXAM",60109,0.086,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","CHLOROPICRIN",81501,256.687,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","DICHLOROPROPENE",29001,85.17,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","FLUTRIAFOL",128940,0.129,""
"SURVEY",2018,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","OTHER","REYNOUTRIA SACHALINE",55809,0.307,""
